node_id,node_attr,node_uri
4573,research and implementation of qa system based on the knowledge graph of chinese classic poetry,http://orkg.org/orkg/resource/R283355
4760,transformer-based language model fine-tuning methods for covid-19 fake news detection,http://orkg.org/orkg/resource/R196386
4815,opensim: simulating musculoskeletal dynamics and neuromuscular control to study human and animal movement,http://orkg.org/orkg/resource/R168725
4816,journal.pcbi.1006223,10.1371/journal.pcbi.1006223
4872,political science,http://orkg.org/orkg/resource/R332
4892,manual management,http://orkg.org/orkg/resource/R150172
4940,independent and combined effects of physical activity and sedentary behavior on blood pressure in adolescents: gender differences in two cross-sectional studies,http://orkg.org/orkg/resource/R169262
5070,0.09,0.09
5131,a systems overview of the electronic surveillance system for the early notification of community-based epidemics (essence ii),http://orkg.org/orkg/resource/R144726
5260,medyan: mechanochemical simulations of contraction and polarity alignment in actomyosin networks,http://orkg.org/orkg/resource/R168629
5274,twitter,http://orkg.org/orkg/resource/R191654
5306,2004,2004
5311,covidcrfrapid ontology,http://orkg.org/orkg/resource/R192420
5349,myasthenia gravis seronegative for acetylcholine receptor antibodies in south korea: autoantibody profiles and clinical features,http://orkg.org/orkg/resource/R170094
5396,gini: from ish images to gene interaction networks,http://orkg.org/orkg/resource/R168532
5429,research question,http://orkg.org/orkg/resource/R192396
5437,learning to integrate web taxonomies,http://orkg.org/orkg/resource/R142573
5564,mathematical properties,http://orkg.org/orkg/resource/R137268
5608,social benefits,http://orkg.org/orkg/resource/R74353
5693,covid-19 surveillance,http://orkg.org/orkg/resource/R146602
5694,electronically assisted surveillance systems of healthcare-associated infections: a systematic review,http://orkg.org/orkg/resource/R146608
5761,papers on fleet composition and routing problems with time windows. ,http://orkg.org/orkg/resource/R26918
5840,australian digital libraries: an overview,http://orkg.org/orkg/resource/R166586
5904,j.ajic.2014.01.019,10.1016/j.ajic.2014.01.019
5917,"open access routes dichotomy and opportunities: consolidation, analysis and trends at the spanish national research council",http://orkg.org/orkg/resource/R165079
5930,framework for smart city applications based on participatory sensing,http://orkg.org/orkg/resource/R139875
6015,question answering system based on food spot-check knowledge graph,http://orkg.org/orkg/resource/R217497
6066,"hepatocellular carcinoma in elderly: clinical characteristics, treatments and outcomes compared with younger adults",http://orkg.org/orkg/resource/R170015
6085,2002,2002
6120,artificial intelligence,http://orkg.org/orkg/resource/R133
6303,rare gene deletions in genetic generalized and rolandic epilepsies,http://orkg.org/orkg/resource/R170146
6355,multilingual named entity recognition using parallel data and metadata from wikipedia,http://orkg.org/orkg/resource/R166181
6383,genomics of experimental adaptation of staphylococcus aureus to a natural combination of insect antimicrobial peptides,http://orkg.org/orkg/resource/R108826
6464,137,137
6499,long short-term memory,http://orkg.org/orkg/resource/wikidata:Q6673524
6588,question answering,question answering
6603,ons: an ontology for a standardized description of interventions and observational studies in nutrition,http://orkg.org/orkg/resource/R198272
6624,named entity recognition using cross-lingual resources: arabic as an example,http://orkg.org/orkg/resource/R211968
6648,factors interfering with delineation on mrcp of pancreaticobiliary maljunction in paediatric patients,http://orkg.org/orkg/resource/R169771
6671,"income, occupation and education: are they related to smoking behaviors in china?",http://orkg.org/orkg/resource/R171551
6707,coverage,http://orkg.org/orkg/predicate/P15327
6714,stability and bidirectional relationship between physical activity and sedentary behaviours in brazilian adolescents: longitudinal findings from a school cohort study,http://orkg.org/orkg/resource/R170253
6824,contribution 	grave et al. (2016) - lstm + continuous cache pointer,http://orkg.org/orkg/resource/R131079
6835,a retrospective look at pd projects,http://orkg.org/orkg/resource/R25097
6854,"preliminary observations of population genetics and relatedness of the broadnose sevengill shark, notorynchus cepedianus, in two northeast pacific estuaries",http://orkg.org/orkg/resource/R169592
6991,neo4j,http://orkg.org/orkg/resource/R1042
7152,wikineural: combined neural and knowledge-based silver data creation for multilingual ner,http://orkg.org/orkg/resource/R163186
7156,foodon,http://orkg.org/orkg/resource/R217334
7220,conclusion,http://orkg.org/orkg/resource/R53424
7248,st-moe: designing stable and transferable sparse expert models,http://orkg.org/orkg/resource/R216402
7253,embedding partial propagation network for fake news early detection,http://orkg.org/orkg/resource/R191219
7261,land surface,http://orkg.org/orkg/resource/R23347
7264,"docosahexaenoic acid for reading, working memory and behavior in uk children aged 7-9: a randomized controlled trial for replication (the dolab ii study)",http://orkg.org/orkg/resource/R171559
7296,named entity recognition for bacterial type iv secretion systems,http://orkg.org/orkg/resource/R164317
7309,image domain ontology fusion approach using multi-level inference mechanism,http://orkg.org/orkg/resource/R149916
7344,org/ict/11/004,http://orkg.org/orkg/resource/R222835
7383,surveillance of antimicrobial resistance: the whonet program,http://orkg.org/orkg/resource/R146241
7420,"the pet factor - companion animals as a conduit for getting to know people, friendship formation and social support",http://orkg.org/orkg/resource/R170930
7510,quality of traditional surveillance for public reporting of nosocomial bloodstream infection rates,http://orkg.org/orkg/resource/R146344
7530,arc-pdn,http://orkg.org/orkg/resource/R146874
7643,research on medical question answering system based on knowledge graph,http://orkg.org/orkg/resource/R283518
7667,table of comparison's properties and definitions,http://orkg.org/orkg/resource/R160695
7748,the dafne initiative: the methodology for assessing dietary patterns across europe using household budget survey data,http://orkg.org/orkg/resource/R218052
7786,purpose,http://orkg.org/orkg/predicate/P5081
7818,journal.pone.0192909,10.1371/journal.pone.0192909
7834,roadmap towards the openness of educational resources: outcomes of the participation in the emadrid network,http://orkg.org/orkg/resource/R74485
7859,cnvkit: genome-wide copy number detection and visualization from targeted dna sequencing,http://orkg.org/orkg/resource/R168625
7878,a novel video tracking method to evaluate the effect of influenza infection and antiviral treatment on ferret activity,http://orkg.org/orkg/resource/R169540
7960,open_access_medium,http://orkg.org/orkg/predicate/P47003
8007,1-dataset_metadatareference_umassfined-grain,http://orkg.org/orkg/resource/R280322
8055,aerosols,http://orkg.org/orkg/resource/R23355
8142,sentiment analysis,http://orkg.org/orkg/resource/R196670
8178,resilience amongst australian aboriginal youth: an ecological analysis of factors associated with psychosocial functioning in high and low family risk contexts,http://orkg.org/orkg/resource/R170847
8265,armatweet: detecting events by semantic tweet analysis,http://orkg.org/orkg/resource/R283687
8266,record.uri?eid=2-s2.0-85019637337&doi=10.1007%2f978-3-319-58451-5_10&partnerid=40&md5=dd623c35f634a194a7029fa06f42bf96,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019637337&doi=10.1007%2f978-3-319-58451-5_10&partnerID=40&md5=dd623c35f634a194a7029fa06f42bf96
8382,soliton molecules with two frequencies,http://orkg.org/orkg/resource/R148602
8428,cost-effectiveness of collaborative care for depression in uk primary care: economic evaluation of a randomised controlled trial (cadet),http://orkg.org/orkg/resource/R170858
8437,atmospheric chemistry,http://orkg.org/orkg/resource/R23360
8466,differential stability of aurein 1.2 pores in model membranes of two probiotic strains,http://orkg.org/orkg/resource/R75540
8492,porewalker: a novel tool for the identification and characterization of channels in transmembrane proteins from their three-dimensional structure,http://orkg.org/orkg/resource/R168492
8524,resource consumption,http://orkg.org/orkg/resource/R197595
8533,low-volume 300mm wafer fab one interbay amhs connecting six bays modelling the material movement is separate from the process modelling,Low-volume 300mm wafer fab One interbay AMHS connecting six bays Modelling the material movement is separate from the process modelling
8624,"dna barcoding of neotropical sand flies (diptera, psychodidae, phlebotominae): species identification and discovery within brazil",http://orkg.org/orkg/resource/R145434
8657,1. han et al. (2021),http://orkg.org/orkg/resource/R195178
8665,n,N
8692,visual analysis and mining of knowledge graph for power network data based on natural language processing,http://orkg.org/orkg/resource/R283388
8864,association of aldosterone synthase polymorphism (cyp11b2 -344t>c) and genetic ancestry with atrial fibrillation and serum aldosterone in african americans with heart failure,http://orkg.org/orkg/resource/R169318
8898,papers with code,http://orkg.org/orkg/resource/R50007
8997,making use of electronic data: the national healthcare safety network esurveillance initiative,http://orkg.org/orkg/resource/R146574
9028,review of the existing research applying dl related to mental health conditions.,http://orkg.org/orkg/resource/R139050
9115,linguistic resources and evaluation techniques for evaluation of cross-document automatic content extraction,http://orkg.org/orkg/resource/R162846
9125,automated surveillance and infection control: toward a better tomorrow,http://orkg.org/orkg/resource/R146562
9128,cooperation and deception recruit different subsets of the theory-of-mind network,http://orkg.org/orkg/resource/R170314
9189,round 3,http://orkg.org/orkg/resource/R286300
9190,cgbayesnets: conditional gaussian bayesian network learning and inference with mixed discrete and continuous data,http://orkg.org/orkg/resource/R168543
9316,conceptual paper,Conceptual paper
9323,prevalence of cutaneous leishmaniasis in districts of high and low endemicity in mali,http://orkg.org/orkg/resource/R168906
9327,knowledge graph mining for realty domain using dependency parsing and qat models,http://orkg.org/orkg/resource/R283335
9337,divergent control of two type vi secretion systems by rpon in pseudomonas aeruginosa,http://orkg.org/orkg/resource/R169321
9339,virulence in murine model shows the existence of two distinct populations of brazilian vaccinia virus strains,http://orkg.org/orkg/resource/R168945
9409,comparison_to,http://orkg.org/orkg/predicate/P41754
9450,ocean,http://orkg.org/orkg/resource/R8720
9471,journal.pone.0197023,10.1371/journal.pone.0197023
9479,contribution 	inan et al. (2016) - variational rhn,http://orkg.org/orkg/resource/R130963
9581,comparison of real-time water proton spectroscopy and echo-planar imaging sensitivity to the bold effect at 3 t and at 7 t,http://orkg.org/orkg/resource/R169383
9648,2-dataset_metadata_klink2000,http://orkg.org/orkg/resource/R280316
9666,big data,http://orkg.org/orkg/resource/R221655
9672,structure-augmented text representation learning for efficient knowledge graph completion,http://orkg.org/orkg/resource/R283827
9690,physicell: an open source physics-based cell simulator for 3-d multicellular systems,http://orkg.org/orkg/resource/R168697
9691,journal.pcbi.1005991,10.1371/journal.pcbi.1005991
9720,nutritional transition in children under five years and women of reproductive age: a 15-years trend analysis in peru,http://orkg.org/orkg/resource/R170769
9916,fine-tuning large neural language models for biomedical natural language processing,http://orkg.org/orkg/resource/R191285
9948,a comparison of existing flood ontologies ,http://orkg.org/orkg/resource/R260193
10008,health care ontology,http://orkg.org/orkg/resource/R222903
10036,identifying the main mosquito species in china based on dna barcoding,http://orkg.org/orkg/resource/R145555
10041,coreference annotation and resolution in the colorado richly annotated full text (craft) corpus of biomedical journal articles,http://orkg.org/orkg/resource/R164624
10064,internal and predictive validity of the french health of the nation outcome scales: need for future directions,http://orkg.org/orkg/resource/R171202
10084,"eut, situation awareness, rumor,","EUT, situation awareness, rumor,"
10140,"qcs: a system for querying, clustering and summarizing documents",http://orkg.org/orkg/resource/R6669
10169,the university of michigan at duc 2004,http://orkg.org/orkg/resource/R6629
10178,qa_bamnet_constraint,http://orkg.org/orkg/resource/R220917
10182,microsoft academic graph,http://orkg.org/orkg/resource/R49596
10207,hypothesis,http://orkg.org/orkg/resource/R192365
10369,contribution 10,http://orkg.org/orkg/resource/R140134
10448,human remains from the pleistocene-holocene transition of southwest china suggest a complex evolutionary history for east asians,http://orkg.org/orkg/resource/R169034
10520,using noun phrases for navigating biomedical literature on pubmed: how many updates are we losing track of?,http://orkg.org/orkg/resource/R169021
10543,image and video processing,http://orkg.org/orkg/resource/R112133
10545,"(1) tools are integrated with unity, a game engine; (2) the dsl can model
both structural and behavioral aspects; (3) the tools include a model validator","(1) Tools are integrated with Unity, a game engine; (2) the DSL can model
both structural and behavioral aspects; (3) the tools include a model validator"
10621,foodpedia,http://orkg.org/orkg/resource/R217308
10622,foodpedia: russian food products as a linked data dataset,http://orkg.org/orkg/resource/R217309
10652,faq-based question answering via knowledge anchors,http://orkg.org/orkg/resource/R284023
10756,teaching entrepreneurship using massive open online course (mooc),http://orkg.org/orkg/resource/R108542
10777,towards sustainable public health surveillance in india: using routinely collected electronic emergency medical service data for early warning of infectious diseases,http://orkg.org/orkg/resource/R146614
10806,design and implementation of a national public health surveillance system in jordan,http://orkg.org/orkg/resource/R146617
10812,database,http://orkg.org/orkg/predicate/P15413
10843,infectious disease and grouping patterns in mule deer,http://orkg.org/orkg/resource/R171126
11022,overview of user feedback classification approaches,http://orkg.org/orkg/resource/R109140
11064,phytophagous insects on native and non-native host plants: combining the community approach and the biogeographical approach,http://orkg.org/orkg/resource/R57950
11081,knowledge detection and discovery using semantic graph embeddings on large knowledge graphs generated on text mining results,http://orkg.org/orkg/resource/R283467
11100,helis: an ontology for supporting healthy lifestyles,http://orkg.org/orkg/resource/R198240
11108,systems,http://orkg.org/orkg/resource/R149192
11130,idrem: interactive visualization of dynamic regulatory networks,http://orkg.org/orkg/resource/R168707
11163,food safety knowledge graph,http://orkg.org/orkg/resource/R218209
11192,solution proposal,solution proposal
11207,compliance theory,Compliance theory
11219,omics data paper manuscript,http://orkg.org/orkg/resource/R108663
11232,double-antigen sandwich elisa based on chimeric antigens for detection of antibodies to trypanosoma cruzi in human sera,http://orkg.org/orkg/resource/R175236
11323,overview of the various structured population genetic algorithms ,http://orkg.org/orkg/resource/R31214
11332,predictors of bovine tb risk behaviour amongst meat handlers in nigeria: a cross-sectional study guided by the health belief model,http://orkg.org/orkg/resource/R170562
11368,longitudinal measurements of mri-t2 in boys with duchenne muscular dystrophy: effects of age and disease progression,http://orkg.org/orkg/resource/R228808
11386,an integrated approach to extracting ontological structures from folksonomies,http://orkg.org/orkg/resource/R143908
11439,different perspectives on the digital twin,http://orkg.org/orkg/resource/R157408
11471,"esc-rules: explainable, semantically constrained rule sets",http://orkg.org/orkg/resource/R281385
11526,overview of generic visualization systems ,http://orkg.org/orkg/resource/R25694
11540,helis,http://orkg.org/orkg/resource/R217337
11616,application areas of digital twin solutions in the smart city domain,http://orkg.org/orkg/resource/R161728
11669,"social, environmental and psychological factors associated with objective physical activity levels in the over 65s",http://orkg.org/orkg/resource/R170436
11672,short-term effects of traditional and alternative community interventions to address food insecurity,http://orkg.org/orkg/resource/R169723
11723,information impediments,http://orkg.org/orkg/resource/R151163
11744,pepis: a pipeline for estimating epistatic effects in quantitative trait locus mapping and genome-wide association studies,http://orkg.org/orkg/resource/R168633
11749,surveillance to improve evidence for community control decisions during the covid-19 pandemic – opening the animal epidemic toolbox for public health,http://orkg.org/orkg/resource/R146636
11855,monitoring out-of-state patients during a 2017 hurricane response using essence,http://orkg.org/orkg/resource/R145355
11891,using vision videos in a virtual focus group: experiences and recommendations,http://orkg.org/orkg/resource/R159803
12006,724829,http://orkg.org/orkg/resource/R70044
12015,indoor environmental perception and behaviour comparison,http://orkg.org/orkg/resource/R43037
12071,construction of therapy-disease knowledge graph (tdkg) based on entity relationship extraction,http://orkg.org/orkg/resource/R283503
12138,modeling bike counts in a bike-sharing system considering the effect of weather conditions,http://orkg.org/orkg/resource/R186574
12139,arxiv.2006.07563,https://doi.org/10.48550/arXiv.2006.07563
12167,a review of knowledge graph technology in the field of automatic question answering,http://orkg.org/orkg/resource/R283931
12201,qa_bamnet_overall,http://orkg.org/orkg/resource/R220918
12222,gemini: integrative exploration of genetic variation and genome annotations,http://orkg.org/orkg/resource/R168527
12227,longformer: the long-document transformer,http://orkg.org/orkg/resource/R130652
12278,the influence of political ideology and trust on willingness to vaccinate,http://orkg.org/orkg/resource/R171546
12345,the stanford corenlp natural language processing toolkit,http://orkg.org/orkg/resource/R224788
12395,extracting relations in texts with concepts of neighbours,http://orkg.org/orkg/resource/R283905
12420,decoding social intentions in human prehensile actions: insights from a combined kinematics-fmri study,http://orkg.org/orkg/resource/R171422
12470,"overview of graph-based visualization systems 
",http://orkg.org/orkg/resource/R25726
12493,salkg: a semantic annotation system for building a high-quality legal knowledge graph,http://orkg.org/orkg/resource/R283624
12527,"women’s autonomy and men's involvement in child care and feeding as predictors of infant and young child anthropometric indices in coffee farming households of jimma zone, south west of ethiopia",http://orkg.org/orkg/resource/R171318
12569,a joint model for representation learning of tibetan knowledge graph based on encyclopedia,http://orkg.org/orkg/resource/R283830
12695,"a televised, web-based randomised trial of an herbal remedy (valerian) for insomnia",http://orkg.org/orkg/resource/R168941
12698,biology,http://orkg.org/orkg/resource/R166510
12730,gittables semtab 2022,http://orkg.org/orkg/resource/R286473
12736,automatic detection of patients with nosocomial infection by a computer-based surveillance system: a validation study in a general hospital,http://orkg.org/orkg/resource/R146208
12837,haiku: a semantic framework for surveillance of healthcare-associated infections,http://orkg.org/orkg/resource/R146338
12902,food,http://orkg.org/orkg/resource/R165963
12925,"integrated disease surveillance and response (idsr) strategy: current status, challenges and perspectives for the future in africa",http://orkg.org/orkg/resource/R150254
12956,just add functions: a neural-symbolic language model,http://orkg.org/orkg/resource/R151089
13019,mostly,mostly
